date,II/112/1,II/113/1,II/114/1,II/131/1,II/132/1,II/292/1,II/297/1,II/298/1,II/472/1,II/924/1,II/931/1,II/949/1,II/951/1,II/952/1,II/957/1,II/1345/1,II/1346/1,II/1351/1,II/1352/1
2009-06-21,9.89,31.81,29.71,17.69,49.25,12.6,5.81,36.04,28.34,7.62,3.86,15.3,6.31,3.98,,3.3,38.86,2.56,14.52
2009-06-28,9.9,31.77,29.68,17.68,49.29,12.59,5.59,36.05,28.38,7.6,3.86,15.3,6.34,3.98,,3.27,38.86,2.58,14.51
2009-07-05,9.84,31.72,29.67,16.99,48.81,12.61,5.11,36.06,28.37,7.58,3.85,15.3,6.32,3.83,,3.21,38.87,2.08,14.5
2009-07-12,9.84,31.72,29.67,17.14,48.9,12.6,5.22,36.04,28.32,7.56,3.85,15.3,6.02,3.85,,3.23,38.87,2.15,14.49
2009-07-19,9.86,31.74,29.69,17.34,49.07,12.52,5.2,36.02,28.34,7.56,3.85,15.3,6.05,3.87,,3.25,38.86,2.19,14.47
2009-07-26,9.87,31.72,29.66,17.29,49.02,12.5,5.13,36.05,28.36,7.55,3.86,15.28,5.98,3.89,,3.24,38.86,2.2,14.44
2009-08-02,9.86,31.72,29.67,17.36,48.99,12.5,5.14,36.07,28.4,7.52,3.88,15.27,5.96,3.92,,3.26,38.85,2.24,14.43
2009-08-09,9.84,31.77,29.71,17.55,49.17,12.43,5.32,36.04,28.42,7.52,3.9,15.27,5.96,3.95,,3.3,38.84,2.34,14.47
2009-08-16,9.88,31.8,29.72,17.64,49.21,12.42,5.41,36.06,28.4,7.5,3.9,15.26,5.99,3.97,,3.27,38.83,2.41,14.49
2009-08-23,9.86,31.79,29.74,17.67,49.23,12.36,5.52,36.05,28.37,7.5,3.91,15.26,6.08,3.98,,3.29,38.83,2.42,14.51
2009-08-30,9.89,31.82,29.75,17.74,49.32,12.37,5.6,36.05,28.44,7.5,3.92,15.25,6.07,4.02,,3.32,38.82,2.48,14.52
2009-09-06,9.89,31.87,29.8,17.78,49.4,12.31,5.72,36.08,28.46,7.49,3.93,15.25,6.21,4.04,,3.31,38.82,2.52,14.55
2009-09-13,9.92,31.84,29.97,17.84,49.3,12.32,5.78,36.11,28.52,7.48,3.98,15.24,6.21,4.05,,3.36,38.85,2.56,14.55
2009-09-20,9.88,31.84,29.94,17.74,49.35,12.31,5.82,36.14,28.48,7.47,3.95,15.24,6.25,4.03,,3.39,38.87,2.58,14.58
2009-09-27,9.89,31.81,29.87,17.8,49.45,12.32,5.9,36.12,28.47,7.47,3.96,15.24,6.27,4.04,,3.41,38.88,2.63,14.57
2009-10-04,9.94,31.87,29.81,17.84,49.44,12.31,5.96,36.11,28.47,7.47,3.97,15.25,6.3,4.05,,3.45,38.87,2.66,14.6
2009-10-11,9.88,31.82,29.8,17.83,49.43,12.35,6.0,36.13,28.46,7.47,3.97,15.25,6.32,4.03,,3.41,38.91,2.65,14.62
2009-10-18,9.87,31.79,29.78,17.84,49.46,12.34,6.0,36.12,28.4,7.46,3.96,15.25,6.33,4.04,,3.4,38.9,2.62,14.58
2009-10-25,9.86,31.81,29.76,17.66,49.37,12.32,5.78,36.13,28.42,7.46,3.98,15.26,6.26,3.9,,3.37,38.89,2.42,14.6
2009-11-01,9.86,31.8,29.74,17.54,49.27,12.38,5.72,36.19,28.42,7.46,3.98,15.27,6.3,3.84,,3.33,38.92,2.34,14.57
2009-11-08,9.84,31.78,29.64,17.62,49.28,12.37,5.68,36.16,28.43,7.44,3.97,15.28,6.15,3.83,,3.31,38.88,2.37,14.6
2009-11-15,9.82,31.72,29.67,17.61,49.37,12.39,5.72,36.13,28.38,7.42,3.98,15.28,6.1,3.91,,3.28,38.91,2.4,14.61
2009-11-22,9.82,31.7,29.67,17.31,49.33,12.4,5.45,36.18,28.41,7.4,3.98,15.3,6.09,3.73,,3.26,38.91,2.19,14.57
2009-11-29,9.84,31.68,29.65,17.42,49.19,12.38,5.45,36.11,28.38,7.4,3.96,15.3,6.05,3.71,,3.23,38.93,2.23,14.55
2009-12-06,9.81,31.66,29.57,17.42,49.21,12.39,5.43,36.09,28.34,7.4,3.96,15.3,6.01,3.74,,3.21,38.9,2.27,14.57
2009-12-13,9.84,31.66,29.63,17.44,49.29,12.4,5.51,36.18,28.36,7.4,3.95,15.32,6.01,3.79,,3.2,38.91,2.32,14.57
2009-12-20,9.86,31.65,29.63,17.49,49.26,12.38,5.52,36.16,28.38,7.39,3.94,15.32,6.02,3.82,,3.18,38.92,2.34,14.6
2009-12-27,9.79,31.65,29.59,17.46,49.33,12.39,5.57,36.15,28.34,7.39,3.95,15.32,6.0,3.83,,3.15,38.91,2.4,14.62
2010-01-03,9.84,31.64,29.62,17.4,49.23,12.4,5.53,36.18,28.34,7.39,3.95,15.33,6.0,3.75,,3.16,38.9,2.35,14.6
2010-01-10,9.89,31.65,29.61,17.52,49.37,12.4,5.48,36.25,28.36,7.39,3.95,15.33,6.06,3.77,,3.2,38.92,2.32,14.62
2010-01-17,9.94,31.65,29.61,17.54,49.27,12.35,5.47,36.19,28.36,7.39,3.95,15.33,6.08,3.79,,3.25,38.95,2.27,14.64
2010-01-24,9.82,31.66,29.62,17.53,49.38,12.36,5.45,36.24,28.4,7.38,3.95,15.34,6.1,3.8,,3.23,38.98,2.29,14.65
2010-01-31,9.89,31.68,29.64,17.58,49.43,12.35,5.43,36.26,28.46,7.38,3.95,15.34,6.14,3.82,,3.23,38.97,2.31,14.67
2010-02-07,9.74,31.66,29.62,17.49,49.39,12.36,5.55,36.26,28.44,7.39,3.95,15.34,6.16,3.82,,3.24,38.99,2.35,14.66
2010-02-14,9.82,31.64,29.63,17.58,49.38,12.38,5.58,36.19,28.38,7.41,3.94,15.36,6.17,3.85,,3.27,38.97,2.38,14.64
2010-02-21,9.8,31.64,29.63,17.54,49.36,12.41,5.55,36.2,28.3,7.44,3.93,15.38,6.12,3.88,,3.24,39.0,2.41,14.67
2010-02-28,9.74,31.63,29.65,17.4,49.24,12.44,5.47,36.19,28.22,7.47,3.93,15.39,6.07,3.77,,3.15,38.99,2.2,14.66
2010-03-07,9.79,31.64,29.59,16.71,49.01,12.44,5.08,36.19,28.2,7.45,3.64,15.4,5.85,3.67,,2.94,38.97,1.95,14.57
2010-03-14,9.87,31.67,29.59,16.99,48.98,12.43,5.15,36.17,28.32,7.42,3.79,15.4,5.7,3.57,,2.95,38.98,2.05,14.55
2010-03-21,9.83,31.7,29.58,17.24,49.02,12.4,5.1,36.11,28.34,7.49,3.81,15.4,5.7,3.58,,2.97,38.94,2.07,14.54
2010-03-28,9.83,31.75,29.55,17.0,48.86,12.42,5.07,36.04,28.34,7.47,3.83,15.42,5.69,3.56,,2.93,38.95,2.01,14.51
2010-04-04,9.82,31.64,29.5,17.12,48.92,12.41,5.05,35.96,28.26,7.44,3.9,15.42,5.68,3.61,,2.98,38.85,2.05,14.47
2010-04-11,9.87,31.63,29.5,17.21,48.99,12.37,5.17,36.01,28.3,7.44,3.83,15.45,5.69,3.67,,3.02,38.86,2.11,14.47
2010-04-18,9.84,31.64,29.51,17.07,49.19,12.33,5.05,36.03,28.36,7.44,3.82,15.45,5.56,3.68,,3.01,38.84,2.12,14.46
2010-04-25,9.84,31.55,29.51,17.03,48.97,12.29,4.97,36.0,28.3,7.42,3.8,15.46,5.64,3.64,,3.06,38.83,2.14,14.45
2010-05-02,9.87,31.66,29.53,17.19,49.04,12.25,5.12,35.99,28.32,7.41,3.83,15.46,5.8,3.69,,3.1,38.79,2.22,14.46
2010-05-09,9.83,31.67,29.51,17.29,48.96,12.24,5.21,35.9,28.28,7.41,3.81,15.46,5.85,3.74,,3.12,38.81,2.25,14.45
2010-05-16,9.83,31.53,29.5,17.2,48.93,12.19,5.09,35.88,28.2,7.37,3.8,15.46,5.75,3.72,,2.95,38.79,2.07,14.44
2010-05-23,9.85,31.48,29.41,15.47,48.37,12.16,3.54,35.85,28.1,7.09,3.6,15.44,5.53,3.45,,2.57,38.76,0.47,14.3
2010-05-30,9.8,31.48,29.35,16.0,47.91,12.08,4.23,35.65,28.14,6.77,3.6,15.42,5.12,2.92,,2.22,38.69,0.42,14.21
2010-06-06,9.79,31.46,29.24,16.29,47.97,12.04,4.56,35.5,28.06,6.64,3.55,15.4,5.04,3.02,,2.45,38.65,0.5,14.11
2010-06-13,9.8,31.44,29.28,16.37,48.18,11.92,4.74,35.48,28.08,6.57,3.45,15.35,5.08,3.17,,2.42,38.44,1.5,14.07
2010-06-20,9.88,31.42,29.35,16.73,48.31,11.82,4.93,35.45,28.12,6.55,3.45,15.31,5.09,3.24,,2.58,38.33,1.7,14.0
2010-06-27,9.84,31.42,29.35,16.77,48.4,11.74,4.99,35.46,28.16,6.52,3.5,15.24,5.15,3.38,,2.71,38.28,1.85,14.0
2010-07-04,9.88,31.44,29.41,16.89,48.43,11.72,5.16,35.49,28.16,6.48,3.55,15.2,5.4,3.46,,2.83,38.22,2.05,13.99
2010-07-11,9.87,31.47,29.43,17.02,48.58,11.65,5.34,35.44,28.12,6.47,3.6,15.14,5.45,3.59,,2.93,38.18,2.21,13.97
2010-07-18,9.84,31.51,29.5,17.18,48.72,11.61,5.49,35.45,28.16,6.45,3.63,15.08,5.49,3.67,,3.01,38.15,2.31,13.98
2010-07-25,9.86,31.52,29.5,17.22,48.79,11.59,5.57,35.44,28.16,6.43,3.55,15.05,5.57,3.74,,3.07,38.14,2.36,14.0
2010-08-01,9.89,31.52,29.48,17.18,48.73,11.55,5.61,35.43,28.1,6.4,3.55,15.07,5.62,3.62,,3.11,38.15,2.37,14.01
2010-08-08,9.86,31.47,29.45,16.99,48.67,11.55,5.43,35.4,28.06,6.37,3.55,15.1,5.58,3.52,,3.09,38.13,2.25,14.03
2010-08-15,9.83,31.49,29.43,16.91,48.55,11.56,5.4,35.37,28.06,6.34,3.47,14.95,5.48,3.56,,3.05,38.12,2.04,14.0
2010-08-22,9.83,31.46,29.43,17.12,48.69,11.55,5.46,35.31,28.11,6.32,3.55,14.9,5.44,3.65,,3.07,38.12,2.15,14.02
2010-08-29,9.85,31.49,29.4,17.05,48.73,11.55,5.4,35.22,28.05,6.29,3.52,14.9,5.3,3.66,,3.05,38.14,2.2,14.05
2010-09-05,9.82,31.41,29.37,17.03,48.75,11.54,5.44,35.21,28.06,6.25,3.52,14.88,5.16,3.72,,3.1,38.15,1.95,14.03
2010-09-12,9.82,31.44,29.36,16.51,48.36,11.56,5.08,35.27,28.1,6.22,3.45,14.88,5.08,3.39,,2.98,38.12,1.89,14.0
2010-09-19,9.82,31.47,29.38,16.34,48.14,11.55,4.93,35.11,28.06,6.19,3.42,14.85,5.0,3.44,,2.95,38.12,1.84,14.01
2010-09-26,9.83,31.47,29.42,16.75,48.36,11.55,5.03,35.04,28.12,6.16,3.5,14.85,5.08,3.48,,2.99,38.08,1.98,13.95
2010-10-03,9.8,31.48,29.23,16.83,48.43,11.56,4.94,34.9,28.04,6.13,3.47,14.8,5.1,3.55,,3.06,38.07,2.07,13.92
2010-10-10,9.83,31.33,29.27,16.68,48.29,11.54,4.88,34.99,28.06,6.1,3.45,14.8,4.97,3.54,,2.9,38.04,1.9,13.93
2010-10-17,9.81,31.28,29.27,16.71,48.25,11.52,5.02,34.94,28.01,6.08,3.45,14.68,4.98,3.61,,2.89,38.0,2.02,13.89
2010-10-24,9.83,31.27,29.25,16.87,48.37,11.51,5.11,34.88,28.02,6.05,3.45,14.65,5.03,3.64,,2.95,37.99,2.09,13.95
2010-10-31,9.8,31.26,29.33,16.88,48.38,11.52,5.25,34.95,27.94,6.03,3.45,14.6,5.05,3.68,,3.08,38.0,2.17,13.96
2010-11-07,9.85,31.22,29.27,16.94,48.44,11.52,5.31,34.92,28.01,6.0,3.45,14.6,5.06,3.72,,3.11,38.0,2.2,13.97
2010-11-14,9.79,31.18,29.18,16.96,48.46,11.54,5.25,34.81,27.84,5.98,3.45,14.57,5.1,3.7,,3.13,38.02,2.05,13.9
2010-11-21,9.78,31.24,29.25,16.87,48.43,11.57,5.2,34.95,27.92,5.97,3.46,14.55,5.1,3.7,,3.06,38.02,2.03,13.93
2010-11-28,9.76,31.32,29.2,16.86,48.42,11.56,5.1,34.79,27.94,5.96,3.43,14.52,5.08,3.66,,3.1,38.02,2.02,13.89
2010-12-05,9.76,31.42,29.24,16.78,48.34,11.55,5.04,34.92,27.88,6.04,3.43,14.5,5.06,3.62,,2.97,38.03,2.01,13.9
2010-12-12,9.75,31.45,29.22,16.76,48.32,11.54,5.05,34.84,27.88,5.92,3.47,14.45,5.06,3.63,,2.95,38.03,2.05,13.88
2010-12-19,9.71,31.45,29.21,16.63,48.22,11.55,4.91,34.74,27.98,5.91,3.42,14.4,5.05,3.56,,2.92,38.09,1.91,13.8
2010-12-26,9.7,31.42,29.16,16.61,48.16,11.53,4.95,34.76,27.86,5.89,3.42,14.48,5.02,3.53,,2.87,38.07,1.94,13.83
2011-01-02,9.76,31.42,29.19,16.61,48.21,11.52,4.99,34.87,28.0,5.88,3.43,14.5,4.99,3.52,,2.83,38.04,1.85,13.85
2011-01-09,9.74,31.28,29.2,16.73,48.24,11.49,5.03,34.84,28.01,5.87,3.42,14.6,5.01,3.58,,2.93,38.04,1.99,13.83
2011-01-16,9.74,31.34,29.19,16.69,48.28,11.45,4.88,34.75,28.02,5.85,3.39,14.5,4.85,3.52,,2.87,38.03,1.91,13.8
2011-01-23,9.78,31.4,29.19,16.33,48.0,11.43,4.73,34.63,28.06,5.82,3.37,14.46,4.73,3.38,,2.71,38.04,1.77,13.75
2011-01-30,9.78,31.42,29.14,16.44,47.97,11.42,4.81,34.54,28.06,5.8,3.35,14.47,4.7,3.36,,2.68,38.01,1.58,13.72
2011-02-06,9.77,31.42,29.15,16.55,48.04,11.38,4.95,34.53,28.11,5.77,3.4,14.47,4.65,3.48,,2.76,38.08,1.83,13.7
2011-02-13,9.78,31.42,29.1,16.65,48.12,11.36,4.92,34.49,28.0,5.75,3.37,14.4,4.67,3.49,,2.82,38.03,1.89,13.69
2011-02-20,9.84,31.4,29.11,16.67,48.15,11.34,4.94,34.48,27.98,5.72,3.4,14.4,4.6,3.54,,2.89,37.93,1.91,13.72
2011-02-27,9.86,31.4,29.14,16.78,48.23,11.32,5.08,34.47,28.02,5.68,3.4,14.4,4.72,3.57,,2.92,37.89,2.04,13.71
2011-03-06,9.85,31.42,29.15,16.82,48.26,11.3,5.16,34.47,28.11,5.66,3.42,14.4,4.76,3.65,,2.96,37.89,2.06,13.72
2011-03-13,9.88,31.47,29.25,16.9,48.32,11.3,5.27,34.45,28.16,5.64,3.41,14.47,4.92,3.7,,3.01,37.85,2.09,13.74
2011-03-20,9.87,31.32,29.21,16.9,48.33,11.32,5.26,34.37,27.96,5.61,3.39,14.5,4.94,3.74,,3.04,37.86,2.16,13.75
2011-03-27,9.88,31.4,29.25,16.53,48.23,11.3,4.98,34.5,28.1,5.59,3.39,14.52,4.75,3.67,,2.99,37.86,2.01,13.76
2011-04-03,9.81,31.32,29.14,16.69,48.17,11.31,5.01,34.27,28.02,5.61,3.36,14.55,4.84,3.55,,3.02,37.83,2.08,13.7
2011-04-10,9.82,31.33,29.17,16.75,48.21,11.32,5.1,34.29,27.94,5.6,3.37,14.46,4.89,3.6,,3.08,37.88,2.14,13.71
2011-04-17,9.86,31.37,29.2,16.81,48.26,11.3,5.17,34.34,28.0,5.58,3.34,14.42,4.85,3.65,,3.09,37.87,2.19,13.7
2011-04-24,9.87,31.4,29.21,16.83,48.3,11.3,5.26,34.32,28.0,5.56,3.38,14.45,4.93,3.67,,3.13,37.86,2.21,13.72
2011-05-01,9.86,31.4,29.25,16.9,48.32,11.32,5.27,34.31,28.0,5.55,3.35,14.45,4.97,3.69,,3.15,37.85,2.28,13.75
2011-05-08,9.85,31.38,29.25,16.86,48.33,11.34,5.33,34.36,27.96,5.54,3.38,14.42,5.03,3.67,,3.18,37.88,2.23,13.8
2011-05-15,9.86,31.46,29.28,16.85,48.31,11.38,5.25,34.38,28.04,5.53,3.35,14.45,5.05,3.64,,3.19,37.9,2.27,13.84
2011-05-22,9.86,31.52,29.32,16.81,48.26,11.4,5.33,34.36,27.98,5.51,3.35,14.45,5.05,3.69,,3.24,37.86,2.32,13.86
2011-05-29,9.87,31.6,29.36,17.04,48.47,11.42,5.41,34.48,28.02,5.51,3.37,14.5,5.11,3.74,,3.26,37.91,2.41,13.87
2011-06-05,9.87,31.47,29.39,17.02,48.54,11.44,5.44,34.52,28.0,5.5,3.37,14.5,5.17,3.77,,3.3,37.88,2.42,13.9
2011-06-12,9.86,31.43,29.39,17.05,48.63,11.42,5.48,34.25,27.92,5.5,3.38,14.54,5.29,3.83,,3.27,37.88,2.45,13.91
2011-06-19,9.92,31.46,29.46,17.18,48.6,11.4,5.61,34.35,27.97,5.5,3.45,14.56,5.33,3.85,,3.31,37.91,2.5,13.94
2011-06-26,9.88,31.5,29.5,17.22,48.62,11.46,5.68,34.37,28.0,5.5,3.42,14.56,5.41,3.91,,3.36,37.95,2.55,13.96
2011-07-03,9.95,31.55,29.56,17.27,48.72,11.5,5.76,34.41,28.04,5.51,3.43,14.56,5.49,3.94,,3.41,37.95,2.58,14.0
2011-07-10,9.9,31.53,29.56,17.14,48.72,11.48,5.77,34.35,27.98,5.52,3.42,14.52,5.52,3.97,,3.43,37.97,2.51,13.98
2011-07-17,9.91,31.53,29.58,17.17,48.67,11.5,5.81,34.37,28.0,5.54,3.43,14.5,5.57,3.98,,3.38,37.99,2.53,14.0
2011-07-24,9.84,31.52,29.56,17.23,48.71,11.57,5.86,34.39,27.96,5.56,3.42,14.45,5.61,3.95,,3.29,38.01,2.29,14.02
2011-07-31,9.81,31.54,29.53,17.15,48.68,11.59,5.81,34.3,27.96,5.58,3.42,14.4,5.55,3.85,,3.25,37.98,2.25,14.03
2011-08-07,9.82,31.5,29.48,17.15,48.62,11.61,5.83,34.39,28.04,5.55,3.39,14.45,5.48,3.77,,3.27,38.0,2.21,14.05
2011-08-14,9.81,31.49,29.51,17.2,48.73,11.6,5.84,34.48,28.06,5.57,3.45,14.45,5.55,3.8,,3.3,38.04,2.28,14.09
2011-08-21,9.83,31.53,29.5,17.2,48.68,11.64,5.74,34.47,28.12,5.58,3.43,14.4,5.59,3.89,,3.26,38.07,2.16,14.12
2011-08-28,9.84,31.54,29.52,17.24,48.75,11.67,5.73,34.44,28.16,5.6,3.48,14.4,5.58,3.9,,3.29,38.05,2.23,14.13
2011-09-04,9.89,31.55,29.55,17.32,48.81,11.69,5.84,34.43,28.12,5.63,3.45,14.45,5.59,3.93,,3.33,38.07,2.31,14.14
2011-09-11,9.91,31.55,29.59,17.34,48.84,11.69,5.94,34.44,28.14,5.67,3.48,14.45,5.63,3.96,,3.39,38.13,2.41,14.14
2011-09-18,9.9,31.55,29.58,17.38,48.84,11.7,6.0,34.53,28.12,5.66,3.5,14.48,5.66,3.99,,3.37,38.13,2.44,14.15
2011-09-25,9.88,31.6,29.55,17.4,48.93,11.74,6.06,34.48,28.16,5.66,3.49,14.5,5.71,4.03,,3.41,38.17,2.48,14.21
2011-10-02,9.92,31.6,29.66,17.44,48.96,11.75,6.12,34.58,28.24,5.68,3.53,14.5,5.76,4.06,,3.46,38.15,2.53,14.25
2011-10-09,9.94,31.66,29.66,17.48,49.01,11.76,6.18,34.61,28.24,5.72,3.5,14.53,5.76,4.07,,3.49,38.19,2.56,14.26
2011-10-16,9.93,31.61,29.69,17.46,48.98,11.76,6.2,34.66,28.19,5.74,3.51,14.55,5.88,4.08,,3.44,38.22,2.57,14.28
2011-10-23,9.95,31.66,29.62,17.43,48.97,11.79,6.17,34.6,28.24,5.75,3.49,14.55,5.86,4.05,,3.38,38.23,2.47,14.3
2011-10-30,9.95,31.64,29.63,17.41,48.91,11.86,6.18,34.58,28.24,5.79,3.52,14.57,5.86,4.07,,3.43,38.29,2.5,14.32
2011-11-06,9.93,31.64,29.65,17.41,48.91,11.92,6.2,34.61,28.26,5.82,3.52,14.55,5.87,4.06,,3.49,38.31,2.54,14.33
2011-11-13,9.95,31.65,29.66,17.4,48.92,11.91,6.24,34.59,28.26,5.84,3.53,14.6,5.91,4.07,,3.46,38.3,2.55,14.34
2011-11-20,9.98,31.67,29.66,17.44,48.96,11.93,6.26,34.64,28.24,5.86,3.54,14.6,5.96,4.08,,3.43,38.3,2.56,14.35
2011-11-27,9.96,31.66,29.67,17.44,48.94,11.95,6.3,34.66,28.22,5.88,3.53,14.63,5.96,4.08,,3.44,38.36,2.58,14.37
2011-12-04,9.97,31.65,29.68,17.41,48.92,12.01,6.32,34.59,28.22,5.91,3.53,14.65,5.98,4.1,,3.45,38.43,2.59,14.38
2011-12-11,9.9,31.64,29.63,17.37,48.89,12.05,6.29,34.5,28.16,5.95,3.53,14.65,5.99,4.1,,3.48,38.35,2.53,14.4
2011-12-18,9.97,31.63,29.66,17.3,48.88,12.05,6.24,34.69,28.22,5.96,3.53,14.67,5.99,4.05,,3.34,38.38,2.44,14.43
2011-12-25,9.87,31.62,29.68,17.3,48.86,12.1,6.27,34.75,28.24,5.99,3.55,14.7,6.02,4.06,,3.36,38.47,2.48,14.45
2012-01-01,9.97,31.62,29.66,17.27,48.85,12.11,6.27,34.82,28.3,6.01,3.55,14.7,6.05,4.03,,3.41,38.44,2.59,14.47
2012-01-08,9.91,31.64,29.68,17.27,48.85,12.15,6.25,34.85,28.22,6.02,3.54,14.7,6.01,4.0,,3.37,38.49,2.45,14.48
2012-01-15,9.87,31.63,29.67,17.3,48.89,12.22,6.17,34.9,28.22,6.05,3.55,14.72,6.01,3.96,,3.31,38.54,2.35,14.5
2012-01-22,9.89,31.6,29.65,17.22,48.83,12.24,6.02,34.87,28.26,6.06,3.56,14.72,5.99,3.92,,3.23,38.54,2.28,14.51
2012-01-29,9.85,31.57,29.65,17.21,48.79,12.26,5.9,34.85,28.16,6.09,3.55,14.75,5.99,3.88,,3.2,38.55,2.19,14.52
2012-02-05,9.95,31.56,29.67,17.27,48.75,12.26,5.87,34.89,28.3,6.1,3.6,14.75,5.98,3.86,,3.16,38.57,2.25,14.53
2012-02-12,9.96,31.58,29.65,17.35,48.93,12.27,5.95,34.9,28.34,6.14,3.6,14.7,6.0,3.9,,3.2,38.57,2.29,14.54
2012-02-19,9.99,31.6,29.65,17.42,48.96,12.29,6.04,34.78,28.26,6.18,3.6,14.7,6.01,3.93,,3.27,38.58,2.35,14.52
2012-02-26,9.92,31.63,29.64,17.43,49.01,12.3,6.1,34.95,28.28,6.22,3.61,14.72,6.01,3.92,,3.24,38.66,2.48,14.5
2012-03-04,9.92,31.59,29.59,17.26,48.85,12.32,5.83,34.9,28.32,6.25,3.6,14.72,6.02,3.88,,3.18,38.64,2.25,14.45
2012-03-11,9.91,31.66,29.64,16.97,48.71,12.33,5.7,34.9,28.31,6.26,3.6,14.65,6.02,3.82,,3.13,38.67,2.19,14.43
2012-03-18,9.92,31.86,29.57,17.14,48.76,12.35,5.67,34.87,28.26,6.28,3.57,14.65,6.03,3.82,,3.11,38.64,2.12,14.41
2012-03-25,9.88,31.76,29.6,17.18,48.79,12.36,5.6,34.9,28.24,6.32,3.59,14.68,6.06,3.83,,3.08,38.68,2.16,14.45
2012-04-01,9.94,31.66,29.6,17.22,48.83,12.4,5.64,34.95,28.32,6.36,3.59,14.7,6.03,3.83,,3.17,38.7,2.25,14.5
2012-04-08,9.88,31.62,29.52,17.21,48.83,12.41,5.53,34.91,28.2,6.41,3.59,14.75,6.02,3.81,,3.11,38.68,2.15,14.45
2012-04-15,9.9,31.59,29.52,17.24,48.85,12.42,5.56,34.9,28.16,6.43,3.58,14.75,6.02,3.82,,3.08,38.68,2.25,14.5
2012-04-22,9.91,31.54,29.51,17.13,48.82,12.4,5.45,34.88,28.14,6.45,3.58,14.78,6.0,3.78,,3.15,38.74,2.24,14.43
2012-04-29,9.91,31.54,29.53,17.09,48.73,12.41,5.4,34.98,28.2,6.47,3.57,14.8,5.98,3.73,,3.12,38.73,2.25,14.4
2012-05-06,9.94,31.64,29.57,17.12,48.77,12.43,5.46,34.98,28.24,6.5,3.58,14.82,5.97,3.72,,3.18,38.74,2.33,14.44
2012-05-13,9.94,31.58,29.63,17.24,48.79,12.42,5.59,35.03,28.26,6.49,3.61,14.85,6.05,3.75,,3.22,38.74,2.43,14.46
2012-05-20,9.99,31.68,29.64,17.31,48.91,12.43,5.67,35.02,28.31,6.52,3.62,14.85,6.1,3.78,,3.25,38.76,2.44,14.5
2012-05-27,9.95,31.67,29.65,17.4,48.97,12.44,5.73,34.96,28.31,6.54,3.62,14.9,6.11,3.86,,3.29,38.77,2.5,14.51
2012-06-03,10.01,31.64,29.7,17.48,49.04,12.44,5.84,35.0,28.3,6.55,3.66,14.92,6.13,3.92,,3.33,38.81,2.57,14.52
2012-06-10,10.05,31.69,29.72,17.52,49.08,12.45,5.9,35.04,28.28,6.6,3.67,14.86,6.14,3.96,,3.37,38.82,2.59,14.55
2012-06-17,10.01,31.71,29.7,17.53,49.09,12.45,5.85,35.02,28.24,6.63,3.66,14.78,6.18,4.0,,3.35,38.82,2.6,14.53
2012-06-24,10.04,31.78,29.76,17.58,49.12,12.48,5.82,35.04,28.34,6.65,3.66,14.68,6.18,3.91,,3.39,38.84,2.5,14.55
2012-07-01,10.05,31.75,29.75,17.54,49.13,12.49,5.9,35.08,28.31,6.68,3.67,14.65,6.2,4.0,,3.37,38.86,2.58,14.59
2012-07-08,10.04,31.76,29.83,17.61,49.18,12.53,5.99,35.11,28.31,6.68,3.68,14.93,6.21,4.02,,3.44,38.86,2.55,14.6
2012-07-15,10.01,31.77,29.85,17.44,49.07,12.54,5.94,35.12,28.34,6.73,3.7,14.93,6.23,4.03,,3.42,38.88,2.51,14.62
2012-07-22,10.03,31.77,29.82,17.54,49.16,12.53,6.01,35.19,28.4,6.73,3.74,14.72,6.27,4.06,,3.45,38.87,2.6,14.63
2012-07-29,10.04,31.77,29.83,17.58,49.19,12.54,6.05,35.26,28.46,6.72,3.74,14.72,6.3,4.08,,3.5,38.92,2.64,14.64
2012-08-05,10.02,31.79,29.85,17.59,49.2,12.55,6.08,35.2,28.38,6.8,3.75,14.75,6.32,4.1,,3.52,38.94,2.66,14.65
2012-08-12,10.01,31.82,29.87,17.65,49.26,12.55,6.1,35.22,28.38,6.81,3.74,14.8,6.34,4.14,,3.58,38.91,2.7,14.66
2012-08-19,10.02,31.84,29.85,17.62,49.26,12.56,6.07,35.24,28.44,6.85,3.74,14.85,6.34,4.15,,3.54,38.93,2.59,14.68
2012-08-26,10.03,31.82,29.78,17.65,49.28,12.58,6.14,35.25,28.42,6.88,3.75,14.88,6.34,4.16,,3.57,38.94,2.71,14.71
2012-09-02,10.04,31.82,29.89,17.68,49.29,12.64,6.22,35.31,28.46,6.89,3.76,14.9,6.35,4.17,,3.54,38.99,2.7,14.74
2012-09-09,10.05,31.86,29.89,17.72,49.36,12.65,6.27,35.31,28.47,6.91,3.76,14.95,6.4,4.18,,3.59,38.98,2.72,14.75
2012-09-16,10.06,31.86,29.89,17.75,49.38,12.66,6.32,35.27,28.45,6.93,3.77,14.97,6.43,4.22,,3.57,39.0,2.75,14.78
2012-09-23,10.02,31.8,29.95,17.69,49.36,12.68,6.28,35.33,28.46,6.96,3.77,15.0,6.45,4.18,,3.53,39.01,2.67,14.8
2012-09-30,10.0,31.67,30.0,17.74,49.38,12.7,6.29,35.31,28.38,7.0,3.77,15.05,6.45,4.22,,3.55,39.01,2.7,14.77
2012-10-07,10.04,31.55,30.19,17.78,49.42,12.71,6.31,35.38,28.3,7.01,3.8,15.05,6.49,4.22,,3.6,39.05,2.73,14.75
